tick_id,fire_at,decision,claimed_spy,claimed_bar_label,last_closed_bar_open,last_closed_close,in_progress_bar_open,in_progress_close_so_far,in_progress_high,in_progress_low,divergence_vs_closed,divergence_dollars,csv_lag_minutes,ribbon_cents,bear_score,bull_score,classification,notes
3,09:39:02,(no_decision),,,09:30,745.8900146484375,09:35,744.5800170898438,746.0399780273438,744.3499755859375,,,4.0,,,,NO_DATA,
6,09:48:01,HOLD_DEV,744.89,09:48,09:40,744.030029296875,09:45,745.2000122070312,745.2609252929688,743.8599853515625,0.86,0.86,3.0,70,0,8,MISALIGNED-BENIGN,spy=744.89 ribbon=70c(BULL) vix=17.16(cached) bear=0/10 bull=8/11 htf=null | bull_8_blocked_filter10_htf_needed ribbon_conviction_pass
9,09:57:02,(no_decision),,,09:50,744.6500244140625,09:55,744.75,745.0800170898438,743.9600219726562,,,2.0,,,,NO_DATA,
11,10:03:02,HOLD_DEV,745.04,10:03,09:55,744.75,10:00,744.9299926757812,745.3599853515625,744.4299926757812,0.29,0.29,3.0,22,0,7,MISALIGNED-BENIGN,spy=745.04 ribbon=22c(MIXED) vix=17.16(cached) bear=0/10 bull=7/11 | ribbon_too_narrow
12,10:06:02,(no_decision),,,10:00,744.9299926757812,10:05,745.8099975585938,746.1300048828125,744.6799926757812,,,1.0,,,,NO_DATA,
16,10:18:01,ERROR_TV,,10:18,10:10,744.8599853515625,10:15,746.1599731445312,746.4400024414062,744.25,,,3.0,,,,NO_DATA,chart_symbol_mismatch: ohlcv_returned_vix_bars but_quote_get_symbol_mismatch. tv_state_inconsistent.
21,10:33:02,HOLD,745.23,10:33,10:25,745.3699951171875,10:30,745.8200073242188,745.8400268554688,744.4299926757812,-0.14,-0.14,3.0,10,7,8,MISALIGNED-BENIGN,spy=745.23 ribbon=10c(BULL) vix=17.30(rising) bear=7/10 bull=8/11 htf=null | ribbon_tight_vix_threshold
26,10:48:02,HOLD,747.19,10:48,10:40,746.1400146484375,10:45,747.0900268554688,747.3099975585938,746.1199951171875,1.05,1.05,3.0,32,0,8,MISALIGNED-BENIGN,spy=747.19 ribbon=32c(BULL) vix=16.96(falling) bear=0/10 bull=8/11 htf=null | spread_chop_blocks
31,11:03:02,(no_decision),,,10:55,746.8400268554688,11:00,746.47998046875,746.9500122070312,745.9600219726562,,,3.0,,,,NO_DATA,
33,11:09:02,HOLD_DEV,746.38,11:09,11:00,746.47998046875,11:05,746.3900146484375,746.6699829101562,746.1799926757812,-0.1,-0.1,4.0,56,8,9,MISALIGNED-BENIGN,"spy=746.38 ribbon=56c(BULL) vix=17.16(cached) bear=8/10 bull=9/11 htf=null | bull locked (premium_stop 11:04), bear 1-below (no trigger fire"
36,11:18:02,HOLD_DEV,746.38,11:18,11:10,746.1300048828125,11:15,745.6898193359375,746.3599853515625,745.5700073242188,0.25,0.25,3.0,48,6,9,MISALIGNED-BENIGN,"spy=746.38 ribbon=48c(BULL) vix=17.16(flat) bear=6/10 bull=9/11 | BULL 9/11 blocked first_entry_after_stop (10:53ΓåÆ11:04 stop), ribbon thin"
39,11:27:02,(no_decision),,,11:20,745.5499877929688,11:25,745.3800048828125,746.1300048828125,745.1500244140625,,,2.0,,,,NO_DATA,
41,11:33:02,SKIP_STALE,746.38,11:33,11:25,745.3800048828125,11:30,745.5499877929688,745.8200073242188,745.030029296875,1.0,1.0,3.0,56,8,9,STALE_PAUSED,spy=746.38 ribbon=56c(BULL) vix=17.16(cached) bear=8/10 bull=9/11 | no_new_closed_bars_since_1125
42,11:36:02,HOLD,745.55,11:36,11:30,745.5499877929688,11:35,744.9099731445312,745.5900268554688,744.3309936523438,0.0,0.0,1.0,3,0,0,ALIGNED,spy=745.55 ribbon=3c(MIXED) vix=17.11(falling) bear=0/10 bull=0/11 | entry_bar_in_11:30-12:00_no_trade_window
45,11:45:02,HOLD,745.55,11:45,11:40,744.8400268554688,11:45,745.219970703125,745.3599853515625,744.3599853515625,0.71,0.71,0.0,3,0,0,MISALIGNED-BENIGN,spy=745.55 ribbon=3c(MIXED) vix=17.11(falling) bear=0/10 bull=0/11 htf=null | 11:30-12:00_window_blocks_both_sides_ribbon_conviction_insuffi
46,11:48:02,HOLD,745.22,11:48,11:40,744.8400268554688,11:45,745.219970703125,745.3599853515625,744.3599853515625,0.38,0.38,3.0,24,0,0,MISALIGNED-BENIGN,spy=745.22 ribbon=24c(MIXED) vix=17.11(falling) bear=0/10 bull=0/11 | blocked_11:30-12:00_window
48,11:54:02,HOLD,746.34,11:55,11:45,745.219970703125,11:50,746.030029296875,746.4000244140625,745.1900024414062,1.12,1.12,4.0,16,0,0,MISALIGNED-BENIGN,spy=746.34 ribbon=16c(MIXED) vix=16.96(falling) bear=0/10 bull=0/11 htf=null | 11:30-12:00_window
51,12:03:02,HOLD,746.35,12:05,11:55,746.2501220703125,12:00,745.948974609375,746.5700073242188,745.85009765625,0.0999,0.0999,3.0,16,3,1,MISALIGNED-BENIGN,spy=746.35 ribbon=16c(MIXED) vix=16.96(falling) bear=3/10 bull=1/11 htf=null | first_entry_lock blocks BULLISH; ribbon_compressed
54,12:12:02,(no_decision),,,12:05,746.0900268554688,12:10,746.1900024414062,746.3499755859375,745.8900146484375,,,2.0,,,,NO_DATA,
56,12:18:02,HOLD_DEV,746.17,12:18,12:10,746.1900024414062,12:15,746.1699829101562,746.4199829101562,745.9299926757812,-0.02,-0.02,3.0,14,0,8,ALIGNED,spy=746.17 ribbon=14c(BULL) vix=16.96(falling) bear=0/10 bull=8/11 htf=null | ribbon_flip_fired_but_spread_14c<30c_threshold
57,12:21:01,HOLD,746.16,12:21,12:15,746.1699829101562,12:20,746.4199829101562,746.8800048828125,746.1599731445312,-0.01,-0.01,1.0,17,0,5,ALIGNED,spy=746.16 ribbon=17c(BULL) vix=16.96(falling) bear=0/10 bull=5/11 htf=null | spread_17c<30c_threshold
60,12:30:02,SKIP_FIRST_ENTRY_RULE,746.65,12:30,12:25,746.6500244140625,12:30,746.5499877929688,746.6699829101562,746.3099975585938,-0.0,-0.0,0.0,32,0,10,ALIGNED,spy=746.65 ribbon=32c(BULL) vix=16.96(falling) bear=0/10 bull=10/11 | bull_improving_10/11_but_blocked_first_entry_after_stop_11:04
61,12:33:02,(no_decision),,,12:25,746.6500244140625,12:30,746.5499877929688,746.6699829101562,746.3099975585938,,,3.0,,,,NO_DATA,
63,12:39:02,HOLD_DEV,746.65,12:39,12:30,746.5499877929688,12:35,747.1500244140625,747.25,746.3400268554688,0.1,0.1,4.0,36,0,10,MISALIGNED-BENIGN,spy=746.65 ribbon=36c(BULL) vix=16.96(falling) bear=0/10 bull=10/11 | first_entry_after_stop blocks bullish_reclaim until tmrw
66,12:48:02,HOLD,746.98,12:48,12:40,746.9567260742188,12:45,746.8900146484375,747.0700073242188,746.7901000976562,0.0233,0.0233,3.0,54,0,8,ALIGNED,spy=746.98 ribbon=54c(BULL) vix=16.96(falling) bear=0/10 bull=8/11 | down_bar_blocks_bull first_entry_stop_blocks_prior
69,12:57:01,HOLD_DEV,746.65,12:57,12:50,746.4400024414062,12:55,746.6400146484375,746.6799926757812,746.2100219726562,0.21,0.21,2.0,32,0,10,MISALIGNED-BENIGN,spy=746.65 ribbon=32c(BULL) vix=16.96(falling) bear=0/10 bull=10/11 | first_entry_lock blocks BULLISH_RECLAIM re-entry today after 11:04 pre
71,13:03:02,HOLD_DEV,747.09,13:03,12:55,746.6400146484375,13:00,747.219970703125,747.239990234375,746.4199829101562,0.45,0.45,3.0,47,4,9,MISALIGNED-BENIGN,spy=747.09 ribbon=47c(BULL) vix=16.96(falling) bear=4/10 bull=9/11 htf=null | spread_47c>30c_chop + first_entry_lock_premium_11:04
72,13:06:02,(no_decision),,,13:00,747.219970703125,13:05,747.469970703125,747.6699829101562,747.1599731445312,,,1.0,,,,NO_DATA,
75,13:15:01,(no_decision),,,13:10,747.5850219726562,13:15,747.9849853515625,748.1300048828125,747.5,,,0.0,,,,NO_DATA,
76,13:18:02,(no_decision),,,13:10,747.5850219726562,13:15,747.9849853515625,748.1300048828125,747.5,,,3.0,,,,NO_DATA,
78,13:24:02,(no_decision),,,13:15,747.9849853515625,13:20,747.5150146484375,748.1099853515625,747.510009765625,,,4.0,,,,NO_DATA,
81,13:33:02,(no_decision),,,13:25,747.5499877929688,13:30,747.7750244140625,747.9600219726562,747.5560302734375,,,3.0,,,,NO_DATA,
84,13:42:02,(no_decision),,,13:35,747.3300170898438,13:40,747.3400268554688,747.4949951171875,747.25,,,2.0,,,,NO_DATA,
86,13:48:02,(no_decision),,,13:40,747.3400268554688,13:45,747.260009765625,747.469970703125,747.125,,,3.0,,,,NO_DATA,
87,13:51:02,(no_decision),,,13:45,747.260009765625,13:50,747.2449951171875,747.5499877929688,747.1599731445312,,,1.0,,,,NO_DATA,
90,14:00:02,(no_decision),,,13:55,747.010009765625,14:00,746.6400756835938,747.0800170898438,746.510009765625,,,0.0,,,,NO_DATA,
91,14:03:02,(no_decision),,,13:55,747.010009765625,14:00,746.6400756835938,747.0800170898438,746.510009765625,,,3.0,,,,NO_DATA,
93,14:09:02,(no_decision),,,14:00,746.6400756835938,14:05,746.6300048828125,746.8599853515625,746.5399780273438,,,4.0,,,,NO_DATA,
96,14:18:02,HOLD_DEV,746.65,14:18,14:10,746.6599731445312,14:15,746.614990234375,746.8201293945312,746.4199829101562,-0.01,-0.01,3.0,18,4,10,ALIGNED,spy=746.65 ribbon=18c(BULL) vix=16.96(falling) bear=4/10 bull=10/11 htf=null | bull_no_triggers_and_first_entry_lock_blocks
99,14:27:02,(no_decision),,,14:20,746.6998291015625,14:25,746.5,746.8400268554688,746.4400024414062,,,2.0,,,,NO_DATA,
101,14:33:02,HOLD_DEV,746.68,14:33,14:25,746.5,14:30,746.3900146484375,746.5800170898438,746.3200073242188,0.18,0.18,3.0,8,2,6,MISALIGNED-BENIGN,spy=746.68 ribbon=8c(MIXED) vix=16.96(falling) bear=2/10 bull=6/11 | bull_near_miss filter_5_ribbon_mixed filter_6_spread_chop first_entry_l
102,14:36:02,HOLD_DEV,746.34,14:36,14:30,746.3900146484375,14:35,746.239990234375,746.4400024414062,746.1599731445312,-0.05,-0.05,1.0,4,7,8,ALIGNED,spy=746.34 ribbon=4c(MIXED) vix=16.96(falling) bear=7/10 bull=8/11 htf=null | ribbon_4c_consolidation_mixed_stack + first_entry_lock_blocks_
105,14:45:01,HOLD,746.34,14:46,14:40,746.4949951171875,14:45,746.7999267578125,746.8250122070312,746.4520263671875,-0.155,-0.155,0.0,4,7,8,MISALIGNED-BENIGN,spy=746.34 ribbon=4c(MIXED) vix=16.96(falling) bear=7/10 bull=8/11_blocked | afternoon_consolidation_mixed_ribbon_first_entry_lock_active
106,14:48:02,HOLD_DEV,746.5,14:48,14:40,746.4949951171875,14:45,746.7999267578125,746.8250122070312,746.4520263671875,0.005,0.005,3.0,12,5,9,ALIGNED,spy=746.50 ribbon=12c(MIXED) vix=16.96(flat) bear=5/10 bull=9/11 htf=null | BULLISH_near_miss_9_11_ribbon_spreading_but_zero_triggers_and_fi
108,14:54:02,HOLD_DEV,746.79,14:54,14:45,746.7999267578125,14:50,746.6799926757812,746.969970703125,746.5700073242188,-0.0099,-0.0099,4.0,14,5,9,ALIGNED,spy=746.79 ribbon=14c(MIXED) vix=16.73(falling) bear=5/10 bull=9/11 htf=null | BULL 9/11 near-miss blocked filter_5 filter_6
111,15:03:02,HOLD,746.5,15:03,14:55,746.385009765625,15:00,745.989990234375,746.4600219726562,745.8699951171875,0.115,0.115,3.0,12,5,9,MISALIGNED-BENIGN,spy=746.50 ribbon=12c(MIXED) vix=16.96(flat) bear=5/10 bull=9/11 | entry_window_closed_15:00_ET_hard_cutoff
114,15:12:02,HOLD,746.5,15:12,15:05,745.9149780273438,15:10,745.52001953125,745.9099731445312,745.2000122070312,0.585,0.585,2.0,12,5,9,MISALIGNED-BENIGN,spy=746.50 ribbon=12c(MIXED) vix=16.96(flat) bear=5/10 bull=9/11 | time_gate_15:00_ET_passed_entry_cutoff
116,15:18:02,HOLD,746.5,15:18,15:10,745.52001953125,15:15,745.8900146484375,745.9199829101562,745.280029296875,0.98,0.98,3.0,12,5,9,MISALIGNED-BENIGN,spy=746.50 ribbon=12c(MIXED) vix=16.96(flat) bear=5/10 bull=9/11 | past_entry_cutoff_1500_et_first_entry_lock_blocks_bull
117,15:21:02,HOLD,746.5,15:21,15:15,745.8900146484375,15:20,745.8800048828125,746.2000122070312,745.8200073242188,0.61,0.61,1.0,12,5,9,MISALIGNED-BENIGN,spy=746.50 ribbon=12c(MIXED) vix=16.96(flat) bear=5/10 bull=9/11 htf=null | entry_window_closed_1500_et
120,15:30:01,HOLD,746.5,15:30,15:25,746.010009765625,15:30,746.1900024414062,746.219970703125,745.6099853515625,0.49,0.49,0.0,12,5,9,MISALIGNED-BENIGN,spy=746.50 ribbon=12c(MIXED) vix=16.96(flat) bear=5/10 bull=9/11 | entry_window_closed
121,15:33:02,HOLD,746.5,15:33,15:25,746.010009765625,15:30,746.1900024414062,746.219970703125,745.6099853515625,0.49,0.49,3.0,12,5,9,MISALIGNED-BENIGN,spy=746.50 ribbon=12c(MIXED) vix=16.96(flat) bear=5/10 bull=9/11 htf=null | past_15:00_entry_cutoff_flat
123,15:39:02,HOLD[safe+bold],746.5,15:39,15:30,746.1900024414062,15:35,746.9650268554688,746.969970703125,746.1900024414062,0.31,0.31,4.0,12,5,9,MISALIGNED-BENIGN,spy=746.50 ribbon=12c(MIXED) vix=16.96(flat) bear=5/10 bull=9/11 | time_past_1500_cutoff_bullish_entry_locked_first_entry_premium_stop_1104e
126,15:48:02,HOLD_DEV,746.98,15:48,15:40,747.3009033203125,15:45,746.989990234375,747.4600219726562,746.8599853515625,-0.3209,-0.3209,3.0,6,5,9,MISALIGNED-BENIGN,spy=746.98 ribbon=6c(BEAR) vix=16.96(cached) bear=5/10 bull=9/11 | time_gate_post_15:00_ET
